id,artist_name,year_of_birth,year_of_death,genre,nationality,filename,name_of_pic,year_of_pic,color1,color2,color3,color4,color5,color6,color7,color8,color9,color10,Sketch,color1-H,color1-S,color1-V,color2-H,color2-S,color2-V,color3-H,color3-S,color3-V,color4-H,color4-S,color4-V,color5-H,color5-S,color5-V,color6-H,color6-S,color6-V,color7-H,color7-S,color7-V,color8-H,color8-S,color8-V,color9-H,color9-S,color9-V,color10-H,color10-S,color10-V,color_theory_tag,color_intensity,amount_of_main_color,similar_pics
34,Gustave Courbet,1819,1877,Realism,French,Gustave_Courbet_3.jpg,Portrait of Zélie Courbet,1847,"#432e2b:0.25:( 67,  46,  43)","#57342d:0.24:( 87,  52,  45)","#533c33:0.19:( 83,  60,  51)","#674338:0.17:(103,  67,  56)","#eecd84:0.038:(238, 205, 132)","#e1ad6b:0.029:(225, 173, 107)","#cd8555:0.026:(205, 133,  85)","#935539:0.025:(147,  85,  57)","#f8f3bf:0.019:(248, 243, 191)","#a18656:0.012:(161, 134,  86)",N,7.50,0.36,0.26,10.00,0.48,0.34,16.88,0.39,0.33,14.04,0.46,0.40,41.32,0.45,0.93,33.56,0.52,0.88,24.00,0.59,0.80,18.67,0.61,0.58,54.74,0.23,0.97,38.40,0.47,0.63,"warm,red,primary,analogous",0.43027999999999994,4,"Andy_Warhol_108.jpg,Paul_Cezanne_41.jpg,Rene_Magritte_110.jpg,Peter_Paul_Rubens_135.jpg,Mikhail_Vrubel_110.jpg,Edgar_Degas_168.jpg"
34,Gustave Courbet,1819,1877,Realism,French,Gustave_Courbet_31.jpg,The Bathers,1853,"#201f15:0.27:( 32,  31,  21)","#171715:0.23:( 23,  23,  21)","#2c2c19:0.17:( 44,  44,  25)","#403f1b:0.078:( 64,  63,  27)","#3c2b14:0.062:( 60,  43,  20)","#9a7124:0.049:(154, 113,  36)","#694b1a:0.045:(105,  75,  26)","#d0a73f:0.039:(208, 167,  63)","#e4d38b:0.033:(228, 211, 139)","#6b6730:0.029:(107, 103,  48)",N,54.55,0.34,0.13,60.00,0.09,0.09,60.00,0.43,0.17,58.38,0.58,0.25,34.50,0.67,0.24,39.15,0.77,0.60,37.22,0.75,0.41,43.03,0.70,0.82,48.54,0.39,0.89,55.93,0.55,0.42,NULL,0.39998,3,"Sandro_Botticelli_162.jpg,Titian_82.jpg,Titian_208.jpg,Titian_163.jpg,Pablo_Picasso_207.jpg,Rembrandt_24.jpg"
34,Gustave Courbet,1819,1877,Realism,French,Gustave_Courbet_32.jpg,In The Forest,1859,"#18171d:0.31:( 24,  23,  29)","#29282e:0.22:( 41,  40,  46)","#454742:0.12:( 69,  71,  66)","#292922:0.089:( 41,  41,  34)","#442c32:0.084:( 68,  44,  50)","#596141:0.056:( 89,  97,  65)","#714c3f:0.042:(113,  76,  63)","#7d8749:0.039:(125, 135,  73)","#777970:0.035:(119, 121, 112)","#c0c8bf:0.017:(192, 200, 191)",N,250.00,0.21,0.11,250.00,0.13,0.18,84.00,0.07,0.28,60.00,0.17,0.16,345.00,0.35,0.27,75.00,0.33,0.38,15.60,0.44,0.44,69.68,0.46,0.53,73.33,0.07,0.47,113.33,0.04,0.78,NULL,0.20466,3,"Mikhail_Vrubel_140.jpg,Jan_van_Eyck_74.jpg,Titian_49.jpg,Henri_Matisse_77.jpg,Mikhail_Vrubel_22.jpg,Amedeo_Modigliani_159.jpg"
34,Gustave Courbet,1819,1877,Realism,French,Gustave_Courbet_34.jpg,Head Of A Woman With Flowers,Unknown,"#1b0e12:0.28:( 27,  14,  18)","#361f1d:0.24:( 54,  31,  29)","#54271f:0.1:( 84,  39,  31)","#c78a4e:0.083:(199, 138,  78)","#884329:0.079:(136,  67,  41)","#927452:0.073:(146, 116,  82)","#624731:0.07:( 98,  71,  49)","#c34f2e:0.036:(195,  79,  46)","#e4d0ae:0.024:(228, 208, 174)","#e0bc54:0.023:(224, 188,  84)",N,341.54,0.48,0.11,4.80,0.46,0.21,9.06,0.63,0.33,29.75,0.61,0.78,16.42,0.70,0.53,31.88,0.44,0.57,26.94,0.50,0.38,13.29,0.76,0.76,37.78,0.24,0.89,44.57,0.63,0.88,warm,0.52846,2,"Edgar_Degas_318.jpg,Jackson_Pollock_19.jpg,Edgar_Degas_282.jpg,Edouard_Manet_36.jpg,Edgar_Degas_174.jpg,Edgar_Degas_292.jpg"
34,Gustave Courbet,1819,1877,Realism,French,Gustave_Courbet_38.jpg,Marine: The Waterspout,1870,"#4a4c42:0.21:( 74,  76,  66)","#363a31:0.2:( 54,  58,  49)","#403423:0.11:( 64,  52,  35)","#26251c:0.093:( 38,  37,  28)","#584029:0.091:( 88,  64,  41)","#12120d:0.09:( 18,  18,  13)","#5f645c:0.072:( 95, 100,  92)","#87897b:0.059:(135, 137, 123)","#6c5b3e:0.049:(108,  91,  62)","#afb0a0:0.033:(175, 176, 160)",N,72.00,0.13,0.30,86.67,0.16,0.23,35.17,0.45,0.25,54.00,0.26,0.15,29.36,0.53,0.35,60.00,0.28,0.07,97.50,0.08,0.39,68.57,0.10,0.54,37.83,0.43,0.42,63.75,0.09,0.69,NULL,0.24211,3,"Paul_Klee_164.jpg,Vincent_van_Gogh_633.jpg,Camille_Pissarro_45.jpg,Paul_Gauguin_194.jpg,Paul_Klee_180.jpg,Mikhail_Vrubel_86.jpg"
34,Gustave Courbet,1819,1877,Realism,French,Gustave_Courbet_4.jpg,Landscape with Rocky Cliffs and a Waterfall,1872,"#161618:0.18:( 22,  22,  24)","#272620:0.15:( 39,  38,  32)","#383826:0.13:( 56,  56,  38)","#494828:0.11:( 73,  72,  40)","#848266:0.097:(132, 130, 102)","#cbd2d5:0.074:(203, 210, 213)","#5b5a48:0.072:( 91,  90,  72)","#65643e:0.071:(101, 100,  62)","#e3e3d3:0.059:(227, 227, 211)","#aba98d:0.051:(171, 169, 141)",N,240.00,0.08,0.09,51.43,0.18,0.15,60.00,0.32,0.22,58.18,0.45,0.29,56.00,0.23,0.52,198.00,0.05,0.84,56.84,0.21,0.36,58.46,0.39,0.40,60.00,0.07,0.89,56.00,0.18,0.67,analogous,0.21463,4,"Caravaggio_4.jpg,Titian_2.jpg,Henri_Rousseau_36.jpg,Pablo_Picasso_32.jpg,Rembrandt_152.jpg,Titian_160.jpg"
34,Gustave Courbet,1819,1877,Realism,French,Gustave_Courbet_41.jpg,Madame de Brayer,1858,"#10080c:0.3:( 16,   8,  12)","#231510:0.18:( 35,  21,  16)","#262013:0.17:( 38,  32,  19)","#382516:0.1:( 56,  37,  22)","#362f12:0.1:( 54,  47,  18)","#5e3f1c:0.044:( 94,  63,  28)","#441712:0.035:( 68,  23,  18)","#d9a85b:0.032:(217, 168,  91)","#3f3f31:0.029:( 63,  63,  49)","#9e6e36:0.017:(158, 110,  54)",N,330.00,0.50,0.06,15.79,0.54,0.14,41.05,0.50,0.15,26.47,0.61,0.22,48.33,0.67,0.21,31.82,0.70,0.37,6.00,0.74,0.27,36.67,0.58,0.85,60.00,0.22,0.25,32.31,0.66,0.62,NULL,0.5530600000000001,3,"Peter_Paul_Rubens_96.jpg,Rembrandt_177.jpg,Vasiliy_Kandinskiy_16.jpg,Jan_van_Eyck_11.jpg,Titian_6.jpg,El_Greco_40.jpg"
34,Gustave Courbet,1819,1877,Realism,French,Gustave_Courbet_43.jpg,"Madame Auguste Cuoq (Mathilde Desportes, 1827–1910)",1857,"#0a090b:0.49:( 10,   9,  11)","#16130f:0.25:( 22,  19,  15)","#1f1f14:0.075:( 31,  31,  20)","#3a2510:0.064:( 58,  37,  16)","#27160c:0.05:( 39,  22,  12)","#a58c6e:0.017:(165, 140, 110)","#30461a:0.017:( 48,  70,  26)","#d9c9ab:0.015:(217, 201, 171)","#5d4e34:0.014:( 93,  78,  52)","#79481c:0.0097:(121,  72,  28)",N,270.00,0.18,0.04,34.29,0.32,0.09,60.00,0.35,0.12,30.00,0.72,0.23,22.22,0.69,0.15,32.73,0.33,0.65,90.00,0.63,0.27,39.13,0.21,0.85,38.05,0.44,0.36,28.39,0.77,0.47,NULL,0.308129,2,"Pablo_Picasso_353.jpg,Giotto_di_Bondone_41.jpg,Francisco_Goya_35.jpg,Francisco_Goya_178.jpg,Giotto_di_Bondone_92.jpg,Sandro_Botticelli_139.jpg"
34,Gustave Courbet,1819,1877,Realism,French,Gustave_Courbet_46.jpg,Fishing Boats on the Deauville Beach,1866,"#9198a8:0.2:(145, 152, 168)","#adafb8:0.14:(173, 175, 184)","#1c1418:0.12:( 28,  20,  24)","#9f8669:0.11:(159, 134, 105)","#45312a:0.11:( 69,  49,  42)","#7284a0:0.094:(114, 132, 160)","#c0b5a8:0.067:(192, 181, 168)","#8e8076:0.063:(142, 128, 118)","#705746:0.054:(112,  87,  70)","#595456:0.05:( 89,  84,  86)",N,221.74,0.14,0.66,229.09,0.06,0.72,330.00,0.29,0.11,32.22,0.34,0.62,15.56,0.39,0.27,216.52,0.29,0.63,32.50,0.13,0.75,25.00,0.17,0.56,24.29,0.37,0.44,336.00,0.06,0.35,analogous,0.22116,5,"Alfred_Sisley_19.jpg,Edgar_Degas_100.jpg,Camille_Pissarro_60.jpg,Alfred_Sisley_98.jpg,Alfred_Sisley_172.jpg,Vincent_van_Gogh_747.jpg"
34,Gustave Courbet,1819,1877,Realism,French,Gustave_Courbet_47.jpg,Low Tide,1865,"#7ca5c8:0.14:(124, 165, 200)","#768ca6:0.13:(118, 140, 166)","#72747f:0.11:(114, 116, 127)","#6b4f48:0.11:(107,  79,  72)","#36201a:0.1:( 54,  32,  26)","#51362c:0.1:( 81,  54,  44)","#7e6965:0.097:(126, 105, 101)","#a47351:0.095:(164, 115,  81)","#87979f:0.075:(135, 151, 159)","#794a33:0.036:(121,  74,  51)",N,207.63,0.38,0.78,212.50,0.29,0.65,230.77,0.10,0.50,12.00,0.33,0.42,12.86,0.52,0.21,16.22,0.46,0.32,9.60,0.20,0.49,24.58,0.51,0.64,200.00,0.15,0.62,19.71,0.58,0.47,"analogous,complementary",0.33618,4,"Claude_Monet_31.jpg,Alfred_Sisley_140.jpg,Claude_Monet_19.jpg,Henri_Rousseau_28.jpg,Alfred_Sisley_212.jpg,Piet_Mondrian_59.jpg"
34,Gustave Courbet,1819,1877,Realism,French,Gustave_Courbet_49.jpg,Sea,Unknown,"#bdd8b7:0.17:(189, 216, 183)","#b9dfd0:0.16:(185, 223, 208)","#a5cab7:0.14:(165, 202, 183)","#d8d8a6:0.099:(216, 216, 166)","#284017:0.094:( 40,  64,  23)","#707040:0.08:(112, 112,  64)","#999256:0.077:(153, 146,  86)","#5e7f66:0.076:( 94, 127, 102)","#809a7b:0.059:(128, 154, 123)","#abb88b:0.052:(171, 184, 139)",N,109.09,0.15,0.85,156.32,0.17,0.87,149.19,0.18,0.79,60.00,0.23,0.85,95.12,0.64,0.25,60.00,0.43,0.44,53.73,0.44,0.60,134.55,0.26,0.50,110.32,0.20,0.60,77.33,0.24,0.72,NULL,0.27315,3,"Georges_Seurat_16.jpg,Hieronymus_Bosch_64.jpg,Georges_Seurat_36.jpg,Camille_Pissarro_91.jpg,Gustav_Klimt_117.jpg,Georges_Seurat_12.jpg"
34,Gustave Courbet,1819,1877,Realism,French,Gustave_Courbet_5.jpg,The Young Bather,1866,"#2c290f:0.16:( 44,  41,  15)","#394116:0.16:( 57,  65,  22)","#5f5919:0.14:( 95,  89,  25)","#514518:0.12:( 81,  69,  24)","#967b45:0.1:(150, 123,  69)","#151008:0.099:( 21,  16,   8)","#c6ab7f:0.075:(198, 171, 127)","#827d2f:0.069:(130, 125,  47)","#686e45:0.054:(104, 110,  69)","#9bb1a4:0.013:(155, 177, 164)",N,53.79,0.66,0.17,71.16,0.66,0.25,54.86,0.74,0.37,47.37,0.70,0.32,40.00,0.54,0.59,36.92,0.62,0.08,37.18,0.36,0.78,56.39,0.64,0.51,68.78,0.37,0.43,144.55,0.12,0.69,"warm,analogous",0.6068800000000001,4,"Titian_136.jpg,Marc_Chagall_1.jpg,Pablo_Picasso_128.jpg,Hieronymus_Bosch_42.jpg,Rembrandt_128.jpg,Piet_Mondrian_25.jpg"
34,Gustave Courbet,1819,1877,Realism,French,Gustave_Courbet_50.jpg,Good Morning Mr. Courbet ,1854,"#c9e7ed:0.15:(201, 231, 237)","#866b4c:0.14:(134, 107,  76)","#a2e3eb:0.13:(162, 227, 235)","#ae8a63:0.13:(174, 138,  99)","#e1b273:0.11:(225, 178, 115)","#654b3f:0.1:(101,  75,  63)","#d4d9cd:0.078:(212, 217, 205)","#322d2f:0.067:( 50,  45,  47)","#a59b65:0.055:(165, 155, 101)","#a9614a:0.035:(169,  97,  74)",N,190.00,0.15,0.93,32.07,0.43,0.53,186.58,0.31,0.92,31.20,0.43,0.68,34.36,0.49,0.88,18.95,0.38,0.40,85.00,0.06,0.85,336.00,0.10,0.20,50.63,0.39,0.65,14.53,0.56,0.66,"warm,analogous",0.3232300000000001,5,"Alfred_Sisley_59.jpg,Henri_Rousseau_21.jpg,Georges_Seurat_24.jpg,Claude_Monet_66.jpg,Alfred_Sisley_147.jpg,Henri_Rousseau_3.jpg"
34,Gustave Courbet,1819,1877,Realism,French,Gustave_Courbet_52.jpg,Winter Landscape,1850,"#5e553a:0.13:( 94,  85,  58)","#463c1f:0.13:( 70,  60,  31)","#92907f:0.12:(146, 144, 127)","#adaca1:0.1:(173, 172, 161)","#c5c8cc:0.1:(197, 200, 204)","#797258:0.097:(121, 114,  88)","#2e2614:0.097:( 46,  38,  20)","#a1a6ac:0.091:(161, 166, 172)","#161109:0.089:( 22,  17,   9)","#6d6e67:0.047:(109, 110, 103)",N,45.00,0.38,0.37,44.62,0.56,0.27,53.68,0.13,0.57,55.00,0.07,0.68,214.29,0.03,0.80,47.27,0.27,0.47,41.54,0.57,0.18,212.73,0.06,0.67,36.92,0.59,0.09,68.57,0.06,0.43,analogous,0.29007,3,"Paul_Gauguin_74.jpg,Gustav_Klimt_63.jpg,Peter_Paul_Rubens_38.jpg,Edgar_Degas_468.jpg,Sandro_Botticelli_30.jpg,Michelangelo_5.jpg"
34,Gustave Courbet,1819,1877,Realism,French,Gustave_Courbet_55.jpg,Imitator of Gustave Courbet,Unknown,"#141311:0.21:( 20,  19,  17)","#1e2117:0.19:( 30,  33,  23)","#767460:0.14:(118, 116,  96)","#27321f:0.11:( 39,  50,  31)","#5c5e57:0.1:( 92,  94,  87)","#404336:0.071:( 64,  67,  54)","#b0ccc9:0.062:(176, 204, 201)","#39532b:0.044:( 57,  83,  43)","#d0dbc4:0.034:(208, 219, 196)","#96a195:0.032:(150, 161, 149)",N,40.00,0.15,0.08,78.00,0.30,0.13,54.55,0.19,0.46,94.74,0.38,0.20,77.14,0.07,0.37,73.85,0.19,0.26,173.57,0.14,0.80,99.00,0.48,0.33,88.70,0.11,0.86,115.00,0.07,0.63,NULL,0.21316999999999997,4,"Andy_Warhol_147.jpg,Francisco_Goya_53.jpg,Sandro_Botticelli_43.jpg,Rembrandt_183.jpg,Francisco_Goya_162.jpg,Titian_125.jpg"
34,Gustave Courbet,1819,1877,Realism,French,Gustave_Courbet_59.jpg,The Desperate Man,1845,"#080b08:0.17:(  8,  11,   8)","#2e311a:0.15:( 46,  49,  26)","#90a881:0.12:(144, 168, 129)","#1b2013:0.11:( 27,  32,  19)","#f0f5ef:0.1:(240, 245, 239)","#7f7740:0.1:(127, 119,  64)","#59714f:0.089:( 89, 113,  79)","#564e24:0.088:( 86,  78,  36)","#cbd4b2:0.062:(203, 212, 178)","#753416:0.0073:(117,  52,  22)",N,120.00,0.27,0.04,67.83,0.47,0.19,96.92,0.23,0.66,83.08,0.41,0.13,110.00,0.02,0.96,52.38,0.50,0.50,102.35,0.30,0.44,50.40,0.58,0.34,75.88,0.16,0.83,18.95,0.81,0.46,NULL,0.334673,4,"Amedeo_Modigliani_65.jpg,Rembrandt_123.jpg,Leonardo_da_Vinci_93.jpg,Rene_Magritte_70.jpg,El_Greco_12.jpg,Rembrandt_195.jpg"
34,Gustave Courbet,1819,1877,Realism,French,Gustave_Courbet_6.jpg,Naked women,Unknown,"#2b2c25:0.17:( 43,  44,  37)","#120d0c:0.17:( 18,  13,  12)","#464536:0.12:( 70,  69,  54)","#8f7d63:0.1:(143, 125,  99)","#a59e8b:0.099:(165, 158, 139)","#696d5b:0.08:(105, 109,  91)","#6b563c:0.074:(107,  86,  60)","#cac3b5:0.071:(202, 195, 181)","#c0af89:0.066:(192, 175, 137)","#462d1a:0.035:( 70,  45,  26)",N,68.57,0.16,0.17,10.00,0.33,0.07,56.25,0.23,0.27,35.45,0.31,0.56,43.85,0.16,0.65,73.33,0.17,0.43,33.19,0.44,0.42,40.00,0.10,0.79,41.45,0.29,0.75,25.91,0.63,0.27,NULL,0.25219,3,"Gustav_Klimt_44.jpg,Paul_Gauguin_311.jpg,Edvard_Munch_16.jpg,Sandro_Botticelli_3.jpg,Hieronymus_Bosch_106.jpg,Vasiliy_Kandinskiy_1.jpg"
34,Gustave Courbet,1819,1877,Realism,French,Gustave_Courbet_7.jpg,Hunting Dogs with Dead Hare,1857,"#170904:0.25:( 23,   9,   4)","#261406:0.18:( 38,  20,   6)","#341806:0.12:( 52,  24,   6)","#38240b:0.12:( 56,  36,  11)","#482607:0.11:( 72,  38,   7)","#4d340f:0.1:( 77,  52,  15)","#643e0d:0.063:(100,  62,  13)","#7e6743:0.024:(126, 103,  67)","#c8b18b:0.017:(200, 177, 139)","#9e7129:0.012:(158, 113,  41)",N,15.79,0.83,0.09,26.25,0.84,0.15,23.48,0.88,0.20,33.33,0.80,0.22,28.62,0.90,0.28,35.81,0.81,0.30,33.79,0.87,0.39,36.61,0.47,0.49,37.38,0.31,0.78,36.92,0.74,0.62,analogous,0.8205399999999999,5,"Frida_Kahlo_21.jpg,Rembrandt_71.jpg,Frida_Kahlo_99.jpg,Francisco_Goya_67.jpg,Hieronymus_Bosch_137.jpg,Hieronymus_Bosch_11.jpg"
33,Henri de Toulouse-Lautrec,1864,1901,"Post-Impressionism,Art Nouveau",French,Henri_de_Toulouse-Lautrec_1.jpg,Woman Putting on Her Stocking,1894,"#afa899:0.26:(175, 168, 153)","#c1bbab:0.22:(193, 187, 171)","#b5ab8f:0.18:(181, 171, 143)","#9f937a:0.12:(159, 147, 122)","#dcdedc:0.07:(220, 222, 220)","#866f6d:0.051:(134, 111, 109)","#63333f:0.028:( 99,  51,  63)","#36404d:0.022:( 54,  64,  77)","#935023:0.02:(147,  80,  35)","#2c1849:0.019:( 44,  24,  73)",N,40.91,0.13,0.69,43.64,0.11,0.76,44.21,0.21,0.71,40.54,0.23,0.62,120.00,0.01,0.87,4.80,0.19,0.53,345.00,0.48,0.39,213.91,0.30,0.30,24.11,0.76,0.58,264.49,0.67,0.29,analogous,0.18175999999999998,4,"Vincent_van_Gogh_774.jpg,Vincent_van_Gogh_798.jpg,Gustav_Klimt_15.jpg,Paul_Gauguin_188.jpg,Claude_Monet_49.jpg,Alfred_Sisley_113.jpg"
33,Henri de Toulouse-Lautrec,1864,1901,"Post-Impressionism,Art Nouveau",French,Henri_de_Toulouse-Lautrec_11.jpg,Margot,1881,"#0d0b12:0.45:( 13,  11,  18)","#181d2b:0.17:( 24,  29,  43)","#4b6f7d:0.083:( 75, 111, 125)","#2d3c45:0.083:( 45,  60,  69)","#284a69:0.08:( 40,  74, 105)","#b79251:0.041:(183, 146,  81)","#44291a:0.032:( 68,  41,  26)","#895424:0.027:(137,  84,  36)","#6e5f39:0.022:(110,  95,  57)","#8ea09d:0.018:(142, 160, 157)",N,257.14,0.39,0.07,224.21,0.44,0.17,196.80,0.40,0.49,202.50,0.35,0.27,208.62,0.62,0.41,38.24,0.56,0.72,21.43,0.62,0.27,28.51,0.74,0.54,43.02,0.48,0.43,170.00,0.11,0.63,NULL,0.43747,2,"Raphael_42.jpg,Francisco_Goya_172.jpg,Pierre-Auguste_Renoir_266.jpg,Pieter_Bruegel_51.jpg,Raphael_7.jpg,Titian_185.jpg"
33,Henri de Toulouse-Lautrec,1864,1901,"Post-Impressionism,Art Nouveau",French,Henri_de_Toulouse-Lautrec_13.jpg,At the Moulin Rouge: The Dance,1890,"#433a3e:0.24:( 67,  58,  62)","#5c4446:0.16:( 92,  68,  70)","#93645b:0.13:(147, 100,  91)","#716d6a:0.091:(113, 109, 106)","#795b58:0.091:(121,  91,  88)","#9e7d73:0.075:(158, 125, 115)","#b07566:0.074:(176, 117, 102)","#9a958a:0.059:(154, 149, 138)","#ccb098:0.044:(204, 176, 152)","#f8f1d7:0.039:(248, 241, 215)",N,333.33,0.13,0.26,355.00,0.26,0.36,9.64,0.38,0.58,25.71,0.06,0.44,5.45,0.27,0.47,13.95,0.27,0.62,12.16,0.42,0.69,41.25,0.10,0.60,27.69,0.25,0.80,47.27,0.13,0.97,"warm,red,primary",0.22552999999999998,3,"Salvador_Dali_20.jpg,Giotto_di_Bondone_33.jpg,Gustav_Klimt_6.jpg,Salvador_Dali_119.jpg,Edouard_Manet_61.jpg,Edgar_Degas_678.jpg"
33,Henri de Toulouse-Lautrec,1864,1901,"Post-Impressionism,Art Nouveau",French,Henri_de_Toulouse-Lautrec_15.jpg,Aristide Bruant,1892,"#312a2b:0.48:( 49,  42,  43)","#fa3328:0.1:(250,  51,  40)","#412a3a:0.094:( 65,  42,  58)","#f9852b:0.084:(249, 133,  43)","#d4a468:0.058:(212, 164, 104)","#5a3a31:0.053:( 90,  58,  49)","#8c6444:0.052:(140, 100,  68)","#c67c45:0.036:(198, 124,  69)","#522b69:0.023:( 82,  43, 105)","#96412d:0.017:(150,  65,  45)",N,351.43,0.14,0.19,3.14,0.84,0.98,318.26,0.35,0.25,26.21,0.83,0.98,33.33,0.51,0.83,13.17,0.46,0.35,26.67,0.51,0.55,25.58,0.65,0.78,277.74,0.59,0.41,11.43,0.70,0.59,NULL,0.38317,1,"Diego_Velazquez_30.jpg,Peter_Paul_Rubens_139.jpg,Leonardo_da_Vinci_6.jpg,Peter_Paul_Rubens_44.jpg,Hieronymus_Bosch_51.jpg,Mikhail_Vrubel_113.jpg"
33,Henri de Toulouse-Lautrec,1864,1901,"Post-Impressionism,Art Nouveau",French,Henri_de_Toulouse-Lautrec_17.jpg,Yvette Guilbert,1898,"#f5e4b3:0.29:(245, 228, 179)","#edd9aa:0.25:(237, 217, 170)","#eedcb4:0.2:(238, 220, 180)","#f1dea3:0.13:(241, 222, 163)","#141e23:0.034:( 20,  30,  35)","#c6b588:0.028:(198, 181, 136)","#36362b:0.02:( 54,  54,  43)","#635a3f:0.02:( 99,  90,  63)","#908761:0.018:(144, 135,  97)","#ab8549:0.0076:(171, 133,  73)",Y,44.55,0.27,0.96,42.09,0.28,0.93,41.38,0.24,0.93,45.38,0.32,0.95,200.00,0.43,0.14,43.55,0.31,0.78,60.00,0.20,0.21,45.00,0.36,0.39,48.51,0.33,0.56,36.73,0.57,0.67,NULL,0.282672,4,"Mikhail_Vrubel_90.jpg,Frida_Kahlo_108.jpg,Piet_Mondrian_19.jpg,Vincent_van_Gogh_104.jpg,Vincent_van_Gogh_824.jpg,Gustav_Klimt_88.jpg"
33,Henri de Toulouse-Lautrec,1864,1901,"Post-Impressionism,Art Nouveau",French,Henri_de_Toulouse-Lautrec_18.jpg,Dans le lit,Unknown,"#c2a182:0.15:(194, 161, 130)","#685d4a:0.12:(104,  93,  74)","#98694f:0.11:(152, 105,  79)","#989688:0.11:(152, 150, 136)","#413731:0.099:( 65,  55,  49)","#d4d0c4:0.098:(212, 208, 196)","#6f392e:0.097:(111,  57,  46)","#edc997:0.076:(237, 201, 151)","#a1362b:0.07:(161,  54,  43)","#d88753:0.066:(216, 135,  83)",N,29.06,0.33,0.76,38.00,0.29,0.41,21.37,0.48,0.60,52.50,0.11,0.60,22.50,0.25,0.25,45.00,0.08,0.83,10.15,0.59,0.44,34.88,0.36,0.93,5.59,0.73,0.63,23.46,0.62,0.85,"warm,analogous",0.3584,4,"Pierre-Auguste_Renoir_275.jpg,Pablo_Picasso_184.jpg,Alfred_Sisley_92.jpg,Mikhail_Vrubel_55.jpg,William_Turner_65.jpg,Edgar_Degas_269.jpg"
33,Henri de Toulouse-Lautrec,1864,1901,"Post-Impressionism,Art Nouveau",French,Henri_de_Toulouse-Lautrec_19.jpg,In bed,1893,"#c9bab0:0.17:(201, 186, 176)","#402e2b:0.15:( 64,  46,  43)","#c4706a:0.12:(196, 112, 106)","#8e3e46:0.11:(142,  62,  70)","#62332e:0.11:( 98,  51,  46)","#8c4d3a:0.084:(140,  77,  58)","#9c939b:0.074:(156, 147, 155)","#aa826e:0.073:(170, 130, 110)","#dcb28b:0.055:(220, 178, 139)","#78595a:0.054:(120,  89,  90)",N,24.00,0.12,0.79,8.57,0.33,0.25,4.00,0.46,0.77,354.00,0.56,0.56,5.77,0.53,0.38,13.90,0.59,0.55,306.67,0.06,0.61,20.00,0.35,0.67,28.89,0.37,0.86,358.06,0.26,0.47,"warm,red,primary,analogous",0.35894,5,"Pierre-Auguste_Renoir_295.jpg,Pieter_Bruegel_33.jpg,Albrecht_Dürer_165.jpg,Pieter_Bruegel_103.jpg,Paul_Gauguin_20.jpg,Edouard_Manet_1.jpg"
33,Henri de Toulouse-Lautrec,1864,1901,"Post-Impressionism,Art Nouveau",French,Henri_de_Toulouse-Lautrec_26.jpg,Au Bal masqué de l'Elysée Montmartre (The Masked Ball at Élysée Montmartre) ,1887,"#d4e0d1:0.18:(212, 224, 209)","#939b74:0.15:(147, 155, 116)","#acbca7:0.15:(172, 188, 167)","#7c783c:0.13:(124, 120,  60)","#a19e59:0.11:(161, 158,  89)","#c6cda0:0.11:(198, 205, 160)","#4c6643:0.065:( 76, 102,  67)","#5f7a73:0.05:( 95, 122, 115)","#212b32:0.028:( 33,  43,  50)","#573f1e:0.024:( 87,  63,  30)",N,108.00,0.07,0.88,72.31,0.25,0.61,105.71,0.11,0.74,56.25,0.52,0.49,57.50,0.45,0.63,69.33,0.22,0.80,104.57,0.34,0.40,164.44,0.22,0.48,204.71,0.34,0.20,34.74,0.66,0.34,"warm,analogous",0.26636,6,"Pablo_Picasso_28.jpg,Alfred_Sisley_72.jpg,Francisco_Goya_242.jpg,Rene_Magritte_32.jpg,Sandro_Botticelli_33.jpg,Vincent_van_Gogh_848.jpg"
33,Henri de Toulouse-Lautrec,1864,1901,"Post-Impressionism,Art Nouveau",French,Henri_de_Toulouse-Lautrec_27.jpg,La Troupe de Mademoiselle Eglantine,1895,"#f7ecd0:0.25:(247, 236, 208)","#f8e797:0.18:(248, 231, 151)","#f6e0b8:0.18:(246, 224, 184)","#e9bf68:0.091:(233, 191, 104)","#fae00b:0.081:(250, 224,  11)","#f4c615:0.072:(244, 198,  21)","#b6b19c:0.056:(182, 177, 156)","#1f0c0e:0.037:( 31,  12,  14)","#646244:0.028:(100,  98,  68)","#e35916:0.024:(227,  89,  22)",N,43.08,0.16,0.97,49.48,0.39,0.97,38.71,0.25,0.96,40.47,0.55,0.91,53.47,0.96,0.98,47.62,0.91,0.96,48.46,0.14,0.71,353.68,0.61,0.12,56.25,0.32,0.39,19.61,0.90,0.89,"warm,analogous",0.40950000000000003,3,"Kazimir_Malevich_49.jpg,Marc_Chagall_120.jpg,Marc_Chagall_140.jpg,Jackson_Pollock_20.jpg,Marc_Chagall_97.jpg,Vincent_van_Gogh_189.jpg"
